"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Transect ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Slope,Width,Length,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons","Large Items?","Debris Behind Back Barrier?","Datasheet Version","# of Large Items",Notes,Photos,"Item Type",Subtype,Status,"Width (m)","Length (m)",Description,Photo?
Standing-Stock,"Clean Virginia Waterways/Longwood University",06-21-2018,"Year 5","United States",VA,Northampton,9187,168,5,"Fisherman Island NWR (SS)",37.09377,-75.98032,37.0948,-75.98043,,39.6,100,"09:37 AM","09:44 AM","09:53 AM",Summer,Summer,05-24-2018,N/A,"10% clouds, winds WNW 5-10 mph",3,yes,no,2.0,1,"Plastic Beach toy 1
piece of landscape fencing 1",No,Plastic,"Plastic rope/net",Buried,0.3048,0.6096,"Clam Net  Photo Id FINWR20180621_SS5_04",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,Plastic,"Plastic rope/net","Not Recorded",0.9144,0.4572,"Clam net",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,"Processed Lumber","Lumber/building material","Not Recorded",0.4572,2.7432,"Wood - legacy   Photo Id FINWR20180425_ACC_01",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,Plastic,"Plastic rope/net","Not Recorded",2.4384,3.048,"Clam Net   Photo Id FINWR20180425_ACC_03",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,Plastic,Bags,"Not Recorded",0.9144,1.524,"Plastic Trash bag",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,Plastic,"Film Plastic","Not recorded",0.2032,0.6096,"Shrink wrap",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,"Processed Lumber","Lumber/building material","Not recorded",0.0254,0.4064,Wood,Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,Plastic,Other,"Not recorded",0.00635,0.3556,"Toy bucket strap/handle",Yes
Accumulation,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9188,169,,"Fisherman Island NWR",37.09482,-75.98033,37.0948,-75.98083,,41.5,100,"11:50 AM","12:30 PM","11:45 AM",Spring,Spring,03-26-2018,N/A,"30% clouds, winds SW 0-5 mph",4,yes,no,2.0,1,"SG wad 1
Earplus 1
toy 1",No,"Processed Lumber","Lumber/building material",buried,0.0254,0.3048,wood,Yes
Standing-Stock,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9190,168,6,"Fisherman Island NWR (SS)",37.09377,-75.98032,37.0948,-75.98043,,41.76,100,"11:32 AM","11:36 AM","11:45 AM",Spring,Spring,03-26-2018,N/A,"40% clouds, winds SW 0-5 mph",2,yes,no,2.0,1,,No,"Processed Lumber","Lumber/building material","Not Recorded",0.0254,0.4064,Wood,Yes
Standing-Stock,"Clean Virginia Waterways/Longwood University",04-25-2018,"Year 5","United States",VA,Northampton,9191,168,5,"Fisherman Island NWR (SS)",37.09377,-75.98032,37.0948,-75.98043,,41.76,100,"11:30 AM","11:33 AM","11:45 AM",Spring,Spring,03-26-2018,N/A,"40% clouds, winds SW 0-5 mph",2,yes,no,2.0,1,,No,Plastic,"Plastic rope/net","Not Recorded",0.9144,1.2192,"Clam net",Yes
Accumulation,"Manatee Protection Prog.",09-06-2018,"Year 2","United States",FL,Volusia,9212,277,,"Rose Bay/Spruce Creek Park",29.102087,-80.973691,29.101932,-80.972658,2,6.402,100,"09:52 AM","10:13 AM","12:03 AM",Fall,Fall,08-07-2018,"Rain earlier in the morning, none during survey","84 degrees F, 0% precipitation, 74% humidity, 6mph East winds, mostly sunny",13,yes,yes,2.0,1,,No,"Processed Lumber","Lumber/building material",Stranded,0.127,0.335,"Wood with piece of metal attached",Yes
Standing-Stock,"Katmai National Park",09-07-2018,"Year 2","United States",AK,"Lake and Peninsula Borough",9213,1112,12,"Aniakchak Bay",56.678209,-157.549885,56.677125,-157.548707,12,69,100,"10:45 AM","10:50 AM","07:20 AM",Fall,Summer,09-06-2017,Unknown,"15mph wind, 40% cloud cover",3,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",stranded,.05,2,"hard plastic fragment",No
Standing-Stock,"Katmai National Park",09-07-2018,"Year 2","United States",AK,"Lake and Peninsula Borough",9214,1112,9,"Aniakchak Bay",56.678209,-157.549885,56.677125,-157.548707,12,69,100,"10:36 AM","10:44 AM","07:20 AM",Fall,Summer,09-06-2017,Unknown,"15mph wind, 40% cloud cover",3,yes,yes,1.0,1,,Yes,Plastic,"Plastic rope/net",stranded,.01,.4,"nylon rope fragment",Yes
Standing-Stock,"Katmai National Park",09-07-2018,"Year 2","United States",AK,"Lake and Peninsula Borough",9214,1112,9,"Aniakchak Bay",56.678209,-157.549885,56.677125,-157.548707,12,69,100,"10:36 AM","10:44 AM","07:20 AM",Fall,Summer,09-06-2017,Unknown,"15mph wind, 40% cloud cover",3,yes,yes,1.0,1,,Yes,Plastic,"Plastic rope/net",stranded,.06,4,"nylon rope fragment",Yes
Standing-Stock,"Katmai National Park",09-07-2018,"Year 2","United States",AK,"Lake and Peninsula Borough",9215,1112,18,"Aniakchak Bay",56.678209,-157.549885,56.677125,-157.548707,12,69,100,"10:52 AM","10:57 AM","7:20 AM",Fall,Summer,09-06-2017,Unknown,"15mph wind, 40% cloud coverage",3,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",stranded,.02,.45,"hard fragment",Yes
Standing-Stock,"Katmai National Park",09-07-2018,"Year 2","United States",AK,"Lake and Peninsula Borough",9215,1112,18,"Aniakchak Bay",56.678209,-157.549885,56.677125,-157.548707,12,69,100,"10:52 AM","10:57 AM","7:20 AM",Fall,Summer,09-06-2017,Unknown,"15mph wind, 40% cloud coverage",3,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",stranded,.15,.5,"hard fragment",Yes
Standing-Stock,"Katmai National Park",09-10-2018,"Year 2","United States",AK,"Lake and Peninsula Borough",9216,1112,18,"Aniakchak Bay",56.678209,-157.549885,56.677125,-157.548707,12,69,100,"10:59 AM","11:03 AM","07:20 AM",Fall,Summer,09-06-2017,Unknown,"15mph wind, 40% cloud coverage",3,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",stranded,.28,.39,"Hard fragment",Yes
Accumulation,"Stranding Network Beach Survey Program",09-02-2018,"Year 1","United States",CA,Monterey,9217,1118,,"Del Monte",36.6117694,-121.8577924,36.614384,-121.853459,15,28.5,640,"8:00 AM","11:30 AM","8:53 AM",Fall,Fall,08-05-2018,N/A,cloudy,5,yes,yes,2.0,1,"39.87 lbs of trash collected.
Found needles and called non-emergency hotline. Sunfish in good condition.  A few large items.  Lot of clothing and cans from party. Ran into marine mammal surveyors collecting data on the stranded mammals.",No,Plastic,"Hard Plastic",stranded,0.03,0.3,"Tent pole",Yes
Accumulation,"Stranding Network Beach Survey Program",09-02-2018,"Year 1","United States",CA,Monterey,9217,1118,,"Del Monte",36.6117694,-121.8577924,36.614384,-121.853459,15,28.5,640,"8:00 AM","11:30 AM","8:53 AM",Fall,Fall,08-05-2018,N/A,cloudy,5,yes,yes,2.0,1,"39.87 lbs of trash collected.
Found needles and called non-emergency hotline. Sunfish in good condition.  A few large items.  Lot of clothing and cans from party. Ran into marine mammal surveyors collecting data on the stranded mammals.",No,Cloth/Fabric,Other,stranded,0.6,0.9,"Beach chair",Yes
Accumulation,"Stranding Network Beach Survey Program",09-02-2018,"Year 1","United States",CA,Monterey,9217,1118,,"Del Monte",36.6117694,-121.8577924,36.614384,-121.853459,15,28.5,640,"8:00 AM","11:30 AM","8:53 AM",Fall,Fall,08-05-2018,N/A,cloudy,5,yes,yes,2.0,1,"39.87 lbs of trash collected.
Found needles and called non-emergency hotline. Sunfish in good condition.  A few large items.  Lot of clothing and cans from party. Ran into marine mammal surveyors collecting data on the stranded mammals.",No,Plastic,"Hard Plastic",stranded,0.6,0.9,"Plastic chair",Yes
Accumulation,"United States Coast Guard Auxiliary",08-18-2018,"Year 3","United States",MI,Allegan,9218,249,,"Casco Township Nature Preserve",42.473969,-86.251322,42.474842,-86.251033,0,17.3,100,"11:00 AM","01:30 PM",NA,Summer,Summer,07-01-2018,none,"Wind direction NW; Wind speed 8 kt; Wave height 1 ft; Air temperature 75 degrees Fahrenheit; Water temperature 78 degree Fahrenheit; 10% cloud coverage.",2,yes,no,2.0,1,,Yes,"Processed Lumber","Lumber/building material",stranded,0.2,2.4,"2x8 lumber with attached metal chain and hook",No
Accumulation,"United States Coast Guard Auxiliary",08-18-2018,"Year 3","United States",MI,Allegan,9218,249,,"Casco Township Nature Preserve",42.473969,-86.251322,42.474842,-86.251033,0,17.3,100,"11:00 AM","01:30 PM",NA,Summer,Summer,07-01-2018,none,"Wind direction NW; Wind speed 8 kt; Wave height 1 ft; Air temperature 75 degrees Fahrenheit; Water temperature 78 degree Fahrenheit; 10% cloud coverage.",2,yes,no,2.0,1,,Yes,Plastic,"Hard Plastic",stranded,0.02,0.4,"Plastic toy squirt gun",No
Accumulation,"United States Coast Guard Auxiliary",08-18-2018,"Year 3","United States",MI,Allegan,9218,249,,"Casco Township Nature Preserve",42.473969,-86.251322,42.474842,-86.251033,0,17.3,100,"11:00 AM","01:30 PM",NA,Summer,Summer,07-01-2018,none,"Wind direction NW; Wind speed 8 kt; Wave height 1 ft; Air temperature 75 degrees Fahrenheit; Water temperature 78 degree Fahrenheit; 10% cloud coverage.",2,yes,no,2.0,1,,Yes,Metal,"Metal fragments",buried,0.04,0.7,"Metal fence post fragment",No
Accumulation,"United States Coast Guard Auxiliary",08-18-2018,"Year 3","United States",MI,Allegan,9218,249,,"Casco Township Nature Preserve",42.473969,-86.251322,42.474842,-86.251033,0,17.3,100,"11:00 AM","01:30 PM",NA,Summer,Summer,07-01-2018,none,"Wind direction NW; Wind speed 8 kt; Wave height 1 ft; Air temperature 75 degrees Fahrenheit; Water temperature 78 degree Fahrenheit; 10% cloud coverage.",2,yes,no,2.0,1,,Yes,Other/Unclassifiable,Other,stranded,0.05,0.9,"Foam pipe insulation tube",No
Standing-Stock,"Katmai National Park",09-14-2018,"Year 7","United States",AK,"Kodiak Island Borough",9219,28,5,"Hallo Bay",58.45819,-154.07326,58.45928,-154.07349,,113,100,"11:31 AM","11:40 AM","12:11 PM",Fall,Fall,07-12-2018,Unknown,"Sunny, 1 mph W wind",3,yes,yes,1.0,1,,Yes,"Processed Lumber","Lumber/building material",stranded,.1,2.4,"piece of milled lumber.",No
Standing-Stock,"Katmai National Park",09-14-2018,"Year 7","United States",AK,"Kodiak Island Borough",9220,28,3,"Hallo Bay",58.45819,-154.07326,58.45928,-154.07349,,115,100,"11:25 AM","11:30 AM","12:11 PM",Fall,Fall,07-12-2018,Unknown,"Sunny, 1 mph W wind",3,yes,no,1.0,1,,Yes,"Processed Lumber","Lumber/building material",stranded,.35,2,"Creosote covered milled log",No
Standing-Stock,"Katmai National Park",09-14-2018,"Year 7","United States",AK,"Kodiak Island Borough",9221,28,11,"Hallo Bay",58.45819,-154.07326,58.45928,-154.07349,,116,100,"11:47 AM","11:52 AM","12:11 PM",Fall,Fall,07-12-2018,Unknown,"Sunny, 1mph W wind",3,yes,no,1.0,1,,Yes,"Processed Lumber","Lumber/building material",Sunken,.10,3.0,"Processed 2""x 4""",No
Standing-Stock,"Katmai National Park",09-14-2018,"Year 7","United States",AK,"Kodiak Island Borough",9221,28,11,"Hallo Bay",58.45819,-154.07326,58.45928,-154.07349,,116,100,"11:47 AM","11:52 AM","12:11 PM",Fall,Fall,07-12-2018,Unknown,"Sunny, 1mph W wind",3,yes,no,1.0,1,,Yes,"Processed Lumber","Lumber/building material",Sunken,.01,1,"Processed 2"" x 4""",Yes
Standing-Stock,"California State University Northridge",09-12-2018,"Year 1","United States",CA,"Los Angeles County",9225,1138,18,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,20,100,"05:00 PM","05:30 PM","06:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,yes,2.0,1,,No,Other/Unclassifiable,Other,sunken,0.0254,0.508,"A fiber cable that was seen throughout the beach, but found a piece of it in my transect sticking out of the sand. ",Yes
Standing-Stock,"California State University Northridge",09-12-2018,"Year 1","United States",CA,"Los Angeles County",9226,1138,20,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,18,100,"05:00 PM","05:30 PM","06:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,yes,2.0,1,,No,Other/Unclassifiable,Other,sunken,0.0254,0.4572,"Another fiber cable on my transect. ",Yes
Accumulation,"Stranding Network Beach Survey Program",09-09-2018,"Year 1","United States",CA,"Moss Landing",9231,1120,,Zmudowski,36.84033,-121.805017,36.8151527,-121.7906031,12,30,3220,"08:44 AM","09:40 AM","04:30 AM",Fall,Summer,08-12-2018,none,"overcast, some wind",3,yes,yes,2.0,1,"15 lbs of trash collected 

This included a pillow that weighed about 10 lbs.",No,Cloth/Fabric,Other,stranded,1,1,"Couch pillow",Yes
Standing-Stock,"Katmai National Park",09-19-2018,"Year 7","United States",AK,"Kodiak Island Borough",9239,27,11,Swikshak,58.60049,-153.76366,58.60166,-153.76366,,152,100,"04:04 PM","04:25 PM","05:57 PM",Fall,Fall,06-30-2018,Unknown,"10mph W wind, 30% cloud coverage",3,yes,yes,1.0,1,"Bear in transect! We were unable to thoroughly search the beach above the first barrier.",Yes,Plastic,"Hard Plastic",stranded,.1,.3,"black plastic bar stranded above first barrier",Yes
Accumulation,"Hawai'i Wildlife Fund",09-15-2018,"Year 2","United States",HI,Hawai'i,9240,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:00 AM","12:00 PM","11:00 PM",Fall,"summer (tropical storm / hurricane season)",08-17-2018,"There has been a number of tropical storms pass Hawai'i Island over the past several months.","Light winds and sun.",6,yes,yes,2.0,19,Nope.,Yes,Plastic,"Hard Plastic",Removed,0.25,0.50,"Miscellaneous large items, including 6 jugs / containers, 3 crates, 4 buckets, 4 buoys, and a couple other misc. big plastic piece.",No
Accumulation,"Hawai'i Wildlife Fund",09-15-2018,"Year 2","United States",HI,Hawai'i,9240,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:00 AM","12:00 PM","11:00 PM",Fall,"summer (tropical storm / hurricane season)",08-17-2018,"There has been a number of tropical storms pass Hawai'i Island over the past several months.","Light winds and sun.",6,yes,yes,2.0,13,Nope.,Yes,Plastic,"Plastic rope/net",Removed,3,3,"Miscellaneous large derelict fishing net / line bundles (13 in total weighing about 300-400 lbs. total and filling up the majority of a 8' pickup bed.  Photos on file but not accessible at the time of entry.",Yes
Accumulation,"Hawai'i Wildlife Fund",08-17-2018,"Year 2","United States",HI,Hawai'i,9242,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","03:00 PM",Summer,"summer - tropical storm",04-04-2018,"no previous storm activity - the first hurricane came ~ aug 22nd","overcast with medium wind",8,yes,yes,2.0,10,"There remained albizia branches and trees along the shoreline due to the lava activity from may through august 2018 :)",Yes,Plastic,"Hard Plastic",Removed.,0.25,0.50,"10 miscellaneous crate / jugs / baskets (or fragments thereof).",No
Accumulation,"Hawai'i Wildlife Fund",08-17-2018,"Year 2","United States",HI,Hawai'i,9242,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","03:00 PM",Summer,"summer - tropical storm",04-04-2018,"no previous storm activity - the first hurricane came ~ aug 22nd","overcast with medium wind",8,yes,yes,2.0,22,"There remained albizia branches and trees along the shoreline due to the lava activity from may through august 2018 :)",Yes,Plastic,"Hard Plastic",Removed,0.25,0.5,"Misc. containers, jugs, or bucket-like objects.",No
Accumulation,"Hawai'i Wildlife Fund",08-17-2018,"Year 2","United States",HI,Hawai'i,9242,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","03:00 PM",Summer,"summer - tropical storm",04-04-2018,"no previous storm activity - the first hurricane came ~ aug 22nd","overcast with medium wind",8,yes,yes,2.0,5,"There remained albizia branches and trees along the shoreline due to the lava activity from may through august 2018 :)",Yes,Plastic,"Buoys & floats",Removed,0.25,0.25,"4 misc floats (or fragments thereof) plus one octopus trap.",No
Accumulation,"Hawai'i Wildlife Fund",08-17-2018,"Year 2","United States",HI,Hawai'i,9242,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","03:00 PM",Summer,"summer - tropical storm",04-04-2018,"no previous storm activity - the first hurricane came ~ aug 22nd","overcast with medium wind",8,yes,yes,2.0,4,"There remained albizia branches and trees along the shoreline due to the lava activity from may through august 2018 :)",Yes,Plastic,"Hard Plastic",Removed,0.1,0.75,"3 hagfish traps (without the cones) and 1 mesh item of the same approx size.",No
Accumulation,"Hawai'i Wildlife Fund",08-17-2018,"Year 2","United States",HI,Hawai'i,9242,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","03:00 PM",Summer,"summer - tropical storm",04-04-2018,"no previous storm activity - the first hurricane came ~ aug 22nd","overcast with medium wind",8,yes,yes,2.0,4,"There remained albizia branches and trees along the shoreline due to the lava activity from may through august 2018 :)",Yes,Plastic,"Hard Plastic",Removed,0.5,0.25,"4 more crate / baskets (or pieces of such).",No
Standing-Stock,"California State University Northridge",09-19-2018,"Year 1","United States",CA,"Los Angeles County",9251,1138,7,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,21,100,"12:00 PM","01:00 PM","01:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,yes,2.0,1,,No,Metal,Other,sunken,0.3048,0.4826,"crab cage ",Yes
Standing-Stock,"California State University Northridge",09-19-2018,"Year 1","United States",CA,"Los Angeles County",9251,1138,7,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,21,100,"12:00 PM","01:00 PM","01:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,yes,2.0,1,,No,Plastic,"Hard Plastic","partly buried",0.0508,0.3175,,Yes
Standing-Stock,"California State University Northridge",09-19-2018,"Year 1","United States",CA,"Los Angeles County",9252,1138,8,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,20,100,"12:00 PM","01:00 PM","01:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,yes,2.0,1,,No,Metal,"Aluminum/tin cans",buried,0.0127,0.8128,"metal rod",Yes
Standing-Stock,"California State University Northridge",09-19-2018,"Year 1","United States",CA,"Los Angeles County",9252,1138,8,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,20,100,"12:00 PM","01:00 PM","01:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,yes,2.0,1,,No,Metal,"Aluminum/tin cans",buried,0.0127,0.8128,"metal rod",Yes
Standing-Stock,"California State University Northridge",09-19-2018,"Year 1","United States",CA,"Los Angeles County",9253,1138,14,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,12,100,"12:00 PM","01:00 PM","01:00 PM",Fall,Summer,09-12-2018,n/a,"sunny day, 9 mph, 10% cloud cover",2,yes,no,2.0,1,,No,Metal,"Aluminum/tin cans",buried,0.0254,1.0414,rod,Yes
Accumulation,"Manatee Protection Prog.",10-04-2018,"Year 2","United States",FL,Volusia,9256,277,,"Rose Bay/Spruce Creek Park",29.102087,-80.973691,29.101932,-80.972658,2,5.44,100,"10:38 AM","11:03 AM","11:15 AM",Fall,Fall,09-06-2018,None,"Partly cloudy, 86 degrees F, 0% precipitation, 48% cloud cover, 66% humidity, 10 mph ENE winds",1,yes,yes,2.0,1,,Yes,"Processed Lumber","Lumber/building material",Stranded,0.127,2.41,,Yes
Accumulation,"Stranding Network Beach Survey Program",10-07-2018,"Year 1","United States",CA,"Santa Cruz",9264,1123,,"Sunset State Beach",36.884469,-121.830583,36.902681,-121.843081,10,60,2575,"10:30 AM","12:20 PM","3:27 PM",Fall,Fall,09-02-2018,None,"Sunny, a bit windy",5,yes,no,2.0,1,"3.75 lbs of trash collected",No,"Processed Lumber","Cardboard cartons","Stranded, partly buried",0.5,4,"Large piece of processed wood",No
Accumulation,"Stranding Network Beach Survey Program",10-07-2018,"Year 1","United States",CA,"Santa Cruz",9264,1123,,"Sunset State Beach",36.884469,-121.830583,36.902681,-121.843081,10,60,2575,"10:30 AM","12:20 PM","3:27 PM",Fall,Fall,09-02-2018,None,"Sunny, a bit windy",5,yes,no,2.0,1,"3.75 lbs of trash collected",No,"Processed Lumber","Cardboard cartons",Stranded,0.2,1.5,"Piece of processed wood",Yes
Standing-Stock,"California State University Northridge",10-03-2018,"Year 1","United States",CA,"Los Angeles County",9266,1138,7,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,50,100,"10:30 AM","11:30 AM","11:00 AM",Fall,Fall,09-26-2018,"thunderstorm later in the night","cloudy day, 9 mph, 70%",2,yes,yes,2.0,1,,No,Plastic,"Hard Plastic",stranded,0.0508,0.3175,,Yes
Standing-Stock,"California State University Northridge",10-03-2018,"Year 1","United States",CA,"Los Angeles County",9266,1138,7,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,50,100,"10:30 AM","11:30 AM","11:00 AM",Fall,Fall,09-26-2018,"thunderstorm later in the night","cloudy day, 9 mph, 70%",2,yes,yes,2.0,1,,No,Metal,Other,stranded,0.3048,0.4826,,Yes
Standing-Stock,"California State University Northridge",10-03-2018,"Year 1","United States",CA,"Los Angeles County",9267,1138,8,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,42,100,"10:30 AM","11:30 AM","11:00 AM",Fall,Fall,09-26-2018,"thunderstorm later that night","cloudy day, 9 mph, 70%",2,yes,no,2.0,1,,No,Other/Unclassifiable,Other,buried,1.3716,0.005,"Cable Wire",Yes
Standing-Stock,"California State University Northridge",10-03-2018,"Year 1","United States",CA,"Los Angeles County",9267,1138,8,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,42,100,"10:30 AM","11:30 AM","11:00 AM",Fall,Fall,09-26-2018,"thunderstorm later that night","cloudy day, 9 mph, 70%",2,yes,no,2.0,1,,No,Metal,Other,buried,0.9398,0.005,"Steel Cable",Yes
Accumulation,"Hawai'i Wildlife Fund",06-05-2018,"Year 2","United States",HI,Hawai'i,9278,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","1:38 pm",Summer,summer,04-04-2018,None,"wind 18-20mph, scattered clouds, humidity 75%",2,yes,yes,2.0,1,,Yes,Plastic,"Hard Plastic",secured,.5,.6,"Large items collected (.6 meters)  27 plastic buoys or pieces 7 baskets and crates 20 plastic containers/jugs/buckets ",No
Accumulation,OCNMS,08-03-2018,"Year 6","United States",WA,"Pacific County",9279,75,,Klipsan,46.4370,-124.0599,46.4379,-124.0595,,300,100,"02:00 pm","02:43 pm","11:05 am",Summer,summer,07-01-2018,none,"70% cloud cover, low overcast skies with blue sky breaks and moderate onshore winds",1,yes,no,1.0,1,"Dry, loose find sand all along mid to upper beach zone - wind blowing at all times. Very clean beach, including wrack to shoreline.",No,Plastic,"Plastic rope/net",removed,.0254,1.23,"poly crabbing rope",Yes
Accumulation,Neah-Kah-NieHS/CoastWatch,10-22-2018,"Year 4","United States",OR,Tillamook,9280,186,,"Manhattan Beach, Rockaway",45.640436,-123.942166,45.639444,-123.942222,,60,100,"12:30 PM","01:30 PM","06:00 AM",Fall,Fall,09-19-2018,None,"52 F, cloudy",18,yes,no,1.0,1,,No,"Processed Lumber","Lumber/building material","Washed Ashore",0.5,3,"Large beam of wood with metal appartus sticking through it.",Yes
Accumulation,"Hawai'i Wildlife Fund",04-04-2018,"Year 2","United States",HI,Hawai'i,9246,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","11:45 am",Spring,spring,03-03-2018,None,"drizzle, light wind less than 10 mph",5,yes,yes,2.0,1,,Yes,Plastic,"Hard Plastic",removed,.1,.25,"Red octopus trap from Korea. ",No
Accumulation,"Hawai'i Wildlife Fund",04-04-2018,"Year 2","United States",HI,Hawai'i,9246,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","11:45 am",Spring,spring,03-03-2018,None,"drizzle, light wind less than 10 mph",5,yes,yes,2.0,1,,Yes,Plastic,"Hard Plastic",removed,.1,.5,"Miscellaneous tubing. ",No
