Survey Type,Organization,Date,Survey Year,Country,State,County,Survey ID,MDMAP ID #,Transect ID,Shoreline Name,Latitude Start,Longitude Start,Latitude End,Longitude End,Slope,Width,Length,Start Time,End Time,Time of Low Tide,Database Season,Season,Storm Activity,Current Weather,Number of Persons Assisting,Large Items?,Debris Behind Back Barrier?,Datasheet Version,Notes,Photos?,Plastic,Hard Plastic Fragments,Foamed Plastic Fragments,Filmed Plastic Fragments,Food Wrappers,Plastic Beverage Bottles,Other Jugs/Containers,Bottle/Container Caps,Cigar Tips,Cigarettes,Disposable Cigarette Lighters,6-Pack Rings,Bags,Plastic Rope/Net,Buoys & Floats,Fishing Lures & Line,Cups,Plastic Utensils,Straws,Balloons Mylar,Personal Care Products,Plastic Other,Metal,Aluminum/Tin Cans,Aerosol Cans,Metal Fragments,Metal Other,Glass,Glass Beverage Bottles,Jars,Glass Fragments,Glass Other,Rubber,Flip Flops,Rubber Gloves,Tires,Balloons Latex,Rubber Fragments,Rubber Other,Processed Lumber,Cardboard Cartons,Paper and Cardboard,Paper Bags,Lumber/Building Material,Processed Lumber Other,Cloth/Fabric,Clothing & Shoes,Gloves (non-rubber),Towels/Rags,Rope/Net Pieces (non-nylon),Fabric Pieces,Cloth/Fabric Other,Unclassified,Total,Debris Description
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,1/6/17,Year 5,United States,CA,Marin,5804,16,1,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,33.6,100,3:00 PM,3:45 PM,,Winter,Winter,Yes,"Overcast, breezy",1,no,no,2,,Yes,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,14,Other Plastic: 2 Shotgun Shells
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,1/6/17,Year 5,United States,CA,Marin,5805,16,10,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,33.4,100,3:00 PM,3:45 PM,,Winter,Winter,Yes,"Overcast, breezy",1,no,no,2,,No,12,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,1/6/17,Year 5,United States,CA,Marin,5806,16,14,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,35.7,100,3:00 PM,3:45 PM,,Winter,Winter,Yes,"Overcast, breezy",1,no,no,2,,No,29,15,5,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,33,Other Rubber: 1 Balloon
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,1/6/17,Year 5,United States,CA,Marin,5807,16,20,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,35.9,100,3:00 PM,3:45 PM,,Winter,Winter,Yes,"Overcast, breezy",1,no,no,2,,No,13,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Other Plastic: 1 Shotgun Shell
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/17/17,Year 5,United States,CA,San Mateo,5808,17,5,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,26,100,9:45 AM,10:25 AM,,Spring,Winter,No,"Sunny, clear, fog on horizon, BWS 1",2,no,yes,2,Survey canceled- 3 elephant seals in our plot,Yes,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Other Plastic: 1 Shotgun Shell
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/17/17,Year 5,United States,CA,San Mateo,5809,17,8,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,25.9,100,9:45 AM,10:25 AM,,Spring,Winter,No,"Sunny, clear, fog on horizon, BWS 1",2,no,yes,2,,No,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/17/17,Year 5,United States,CA,San Mateo,5810,17,13,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,25.8,100,9:45 AM,10:25 AM,,Spring,Winter,No,"Sunny, clear, fog on horizon, BWS 1",2,no,yes,2,,No,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/17/17,Year 5,United States,CA,San Mateo,5811,17,16,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,25.4,100,9:45 AM,10:25 AM,,Spring,Winter,No,"Sunny, clear, fog on horizon, BWS 1",2,no,no,2,,No,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Other Plastic: 1 Shotgun Shell
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/16/17,Year 5,United States,CA,Marin,5812,16,3,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,13,100,10:25 AM,11:00 AM,,Winter,Winter,"Yes, early AM","Breezy/cool, high clouds",2,no,yes,2,Water is up very high on the beach. Width from back barrier to waters edge is very short. Lots of woody debris and a steep back embankment at the back barrier. Considerable erosion.,Yes,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/16/17,Year 5,United States,CA,Marin,5813,16,9,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,13,100,10:25 AM,11:00 AM,,Winter,Winter,"Yes, early AM","Breezy/cool, high clouds",2,no,yes,2,,No,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/16/17,Year 5,United States,CA,Marin,5814,16,11,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,13.5,100,10:25 AM,11:00 AM,,Winter,Winter,"Yes, early AM","Breezy/cool, high clouds",2,no,yes,2,,No,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/16/17,Year 5,United States,CA,Marin,5815,16,18,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,13.5,100,10:25 AM,11:00 AM,,Winter,Winter,"Yes, early AM","Breezy/cool, high clouds",2,no,yes,2,,No,7,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Other Plastic: 1 Shotgun Shell
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/21/17,Year 5,United States,CA,Marin,5816,14,3,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,24.2,100,2:30 PM,3:15 PM,,Winter,Winter,Yes,"Partial clouds, sprinkles",1,no,yes,2,,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/21/17,Year 5,United States,CA,Marin,5817,14,9,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,25.2,100,2:30 PM,3:15 PM,,Winter,Winter,Yes,"Partial clouds, sprinkles",1,yes,yes,2,,No,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/21/17,Year 5,United States,CA,Marin,5818,14,11,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,25.2,100,2:30 PM,3:15 PM,,Winter,Winter,Yes,"Partial clouds, sprinkles",1,no,yes,2,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,2/21/17,Year 5,United States,CA,Marin,5819,14,18,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,25.3,100,2:30 PM,3:15 PM,,Winter,Winter,Yes,"Partial clouds, sprinkles",1,no,yes,2,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Other Rubber: 1 Ball
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/15/17,Year 5,United States,CA,Marin,5820,14,5,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,19.8,100,10:20 AM,11:05 AM,,Spring,Late Winter,None/One week,"Mild, Sunny, No Swell",2,no,yes,2,,Yes,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/15/17,Year 5,United States,CA,Marin,5821,14,8,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,20.3,100,10:20 AM,11:05 AM,,Spring,Late Winter,None/One week,"Mild, Sunny, No Swell",2,no,yes,2,,No,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/15/17,Year 5,United States,CA,Marin,5822,14,13,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,24,100,10:20 AM,11:05 AM,,Spring,Late Winter,None/One week,"Mild, Sunny, No Swell",2,no,yes,2,,No,11,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Other Rubber: 2 ball fragments
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,3/15/17,Year 5,United States,CA,Marin,5823,14,16,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,27,100,10:20 AM,11:05 AM,,Spring,Late Winter,None/One week,"Mild, Sunny, No Swell",2,no,yes,2,,No,9,1,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Other Plastic: 1 Shotgun Shell
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,4/5/17,Year 5,United States,CA,Marin,6021,15,7,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,73,100,2:00 PM,3:00 PM,1:49 PM,Spring,SPRING,2 WEEKS,"OVERCAST, CALM",1,no,no,1,Wind previous week buried debris,Yes,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,4/5/17,Year 5,United States,CA,Marin,6022,15,12,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,68,100,2:00 PM,3:00 PM,1:49 PM,Spring,SPRING,2 WEEKS,"OVERCAST, CALM",1,no,no,1,,No,21,13,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1 strap 1 shoe
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,4/5/17,Year 5,United States,CA,Marin,6023,15,14,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,66,100,2:00 PM,3:00 PM,1:49 PM,Spring,SPRING,2 WEEKS,"OVERCAST, CALM",1,no,no,1,,No,15,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,4/5/17,Year 5,United States,CA,Marin,6024,15,19,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,67,100,2:00 PM,3:00 PM,1:49 PM,Spring,SPRING,2 WEEKS,"OVERCAST, CALM",1,no,no,1,,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/14/17,Year 5,United States,CA,Marin,6029,15,4,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,70,100,9:15 AM,10:30 AM,9:30 AM,Spring,SPRING,SMALL STORM 3 DAYS PAST,"WINDY, CLEAR",3,yes,no,1,,Yes,12,3,0,1,2,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/14/17,Year 5,United States,CA,Marin,6030,15,11,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,77,100,9:15 AM,10:30 AM,9:30 AM,Spring,SPRING,SMALL STORM 3 DAYS PAST,"WINDY, CLEAR",3,yes,no,1,,No,43,28,0,0,0,2,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/14/17,Year 5,United States,CA,Marin,6031,15,13,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,79,100,9:15 AM,10:30 AM,9:30 AM,Spring,SPRING,SMALL STORM 3 DAYS PAST,"WINDY, CLEAR",3,yes,no,1,,No,48,19,3,1,0,4,0,7,1,0,1,0,0,4,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,Shoe
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/14/17,Year 5,United States,CA,Marin,6032,15,16,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,77,100,9:15 AM,10:30 AM,9:30 AM,Spring,SPRING,SMALL STORM 3 DAYS PAST,"WINDY, CLEAR",3,yes,no,1,hut of debris constructed near site,Yes,24,15,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,27,Fishing or oyster farming device?
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,6/3/17,Year 5,United States,CA,Marin,6033,15,6,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,73,100,1:45 PM,2:45 PM,1:18 PM,Summer,SPRING,NONE,"WINDY, COOL, CLEAR",2,no,no,1,,Yes,10,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"brush handle, toy"
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,6/3/17,Year 5,United States,CA,Marin,6034,15,9,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,73,100,1:45 PM,2:45 PM,1:18 PM,Summer,SPRING,NONE,"WINDY, COOL, CLEAR",2,no,no,1,,No,18,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Tape
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,6/3/17,Year 5,United States,CA,Marin,6035,15,10,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,72,100,1:45 PM,2:45 PM,1:18 PM,Summer,SPRING,NONE,"WINDY, COOL, CLEAR",2,no,no,1,,No,25,13,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,6/3/17,Year 5,United States,CA,Marin,6036,15,15,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,75,100,1:45 PM,2:45 PM,1:18 PM,Summer,SPRING,NONE,"WINDY, COOL, CLEAR",2,no,no,1,,No,8,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,
Standing-Stock,PugetSound Corps - WA DNR,5/25/17,Year 1,United States,WA,Skagit,6045,320,8,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,21.95,100,1:45 PM,1:56 PM,10:37,Spring,spring,none,"sunny, no clouds, slight breeze",3,no,yes,2,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,other: ceramic fragment-1.
Standing-Stock,PugetSound Corps - WA DNR,5/25/17,Year 1,United States,WA,Skagit,6046,320,15,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,22.56,100,2:01 PM,2:06 PM,10:37,Spring,spring,none,"sunny, no clouds, slight breeze",3,no,yes,2,,No,9,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,other: ceramic piece-1. plastic other: tag-1.
Standing-Stock,PugetSound Corps - WA DNR,5/25/17,Year 1,United States,WA,Skagit,6047,320,17,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,27.04,100,2:08 PM,2:12 PM,10:37,Spring,spring,none,"sunny, no clouds, slight breeze",3,no,yes,2,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,PugetSound Corps - WA DNR,5/25/17,Year 1,United States,WA,Skagit,6048,320,20,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,21.64,100,2:15 PM,2:20 PM,10:37,Spring,spring,none,"sunny, 30% cloud cover, wind 4mph NW",3,no,no,2,,No,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,other: ceramic piece-1.
Standing-Stock,PugetSound Corps - WA DNR,6/21/17,Year 1,United States,WA,Skagit,6049,320,18,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,38.1,100,9:09 AM,9:22 AM,9:00am,Summer,summer,none,"sunny, wind 4 MPH S",2,no,yes,2,"surveyors: JL, MM, HF, Tom Flanagan",Yes,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,10,other: ceramic piece-4.
Standing-Stock,PugetSound Corps - WA DNR,6/21/17,Year 1,United States,WA,Skagit,6051,320,16,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,40.54,100,8:57 AM,9:07 AM,9:00 AM,Summer,summer,none,"sunny, wind 4 MPH S",3,no,yes,2,"surveyors: JL, MM, HF, Tom Flanagan",Yes,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,other metal: screw-1;nail-2.
Standing-Stock,PugetSound Corps - WA DNR,6/21/17,Year 1,United States,WA,Skagit,6052,320,19,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,36.88,100,9:27 AM,9:33 AM,9:00 AM,Summer,summer,none,"sunny, wind 4 MPH S",3,no,no,2,"surveyors: JL, MM, HF, Tom Flanagan",Yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,
Standing-Stock,PugetSound Corps - WA DNR,6/21/17,Year 1,United States,WA,Skagit,6053,320,11,Padilla Bay National Estuarine Research Reserve,48.49704,-122.55695,48.49628,-122.55611,,46.02,100,8:41 AM,8:51 AM,9:00 AM,Summer,summer,none,"sunny, wind 4 MPH S",3,yes,no,2,"surveyors- HF, JL, MM, Tom flanagan",Yes,5,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,10,
Standing-Stock,Clean Virginia Waterways/Longwood University,7/22/16,Year 3,United States,VA,VA Beach,6062,164,5,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,43.9,100,4:16 PM,4:17 PM,4:00 PM,Summer,Summer,N/A,"HOT! ,50% Clouds, 5-10-15",2,no,no,1,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Other: Sunglasses
Standing-Stock,Clean Virginia Waterways/Longwood University,7/22/16,Year 3,United States,VA,VA Beach,6063,164,18,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,43,100,4:06 PM,4:08 PM,4:00 PM,Summer,Summer,N/A,"HOT!, 50% cloud",3,yes,no,1,pen cap (hard),Yes,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,hard plastic - pen cap
Standing-Stock,Clean Virginia Waterways/Longwood University,7/22/16,Year 3,United States,VA,VA Beach,6064,164,7,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,45.1,100,4:12 PM,4:15 PM,4:00 PM,Summer,Summer,N/A,30% Clouds/ SW 15-10,3,no,no,1,Shotgun shell 1,Yes,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,Clean Virginia Waterways/Longwood University,7/22/16,Year 3,United States,VA,VA Beach,6065,164,11,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,45.1,100,4:10 PM,4:11 PM,4:00 PM,Summer,Summer,N/A,"30% Cloud, SSW 10-15",3,no,no,1,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,Clean Virginia Waterways/Longwood University,6/23/16,Year 3,United States,VA,VA Beach,6069,164,12,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,50,100,4:17 PM,4:20 PM,4:19 PM,Summer,Summer,N/A,"100% Clouds, WSW 10-15",2,no,no,1,duct tape,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,Clean Virginia Waterways/Longwood University,6/23/16,Year 3,United States,VA,VA Beach,6070,164,15,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,49.4,100,4:14 PM,4:16 PM,4:19 PM,Summer,Summer,N/A,"WSW 10-15, 100% Clouds",2,no,no,1,Tennis Ball- Rubber,Yes,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,Clean Virginia Waterways/Longwood University,9/19/16,Year 3,United States,VA,VA Beach,6072,164,16,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,51.21,100,4:07 PM,4:11 PM,4:30 PM,Fall,Summer,N/A,"SE 10-15, 100% Clouds",2,yes,no,2,,Yes,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
