Survey Type,Organization,Date,Survey Year,Country,State,County,Survey ID,MDMAP ID #,Shoreline Name,Latitude Start,Longitude Start,Latitude End,Longitude End,Slope,Width,Length,Start Time,End Time,Time of Low Tide,Database Season,Season,Date of Previous Survey,Days since last survey,Storm Activity,Current Weather,Number of Persons Assisting,Large Items?,Debris Behind Back Barrier?,Datasheet Version,Notes,Photos?,Plastic,Plastic - Flux,Hard Plastic Fragments,Hard Plastic Fragments - Flux,Foamed Plastic Fragments,Foamed Plastic Fragments - Flux,Filmed Plastic Fragments,Filmed Plastic Fragments - Flux,Food Wrappers,Food Wrappers - Flux,Plastic Beverage Bottles,Plastic Beverage Bottles - Flux,Other Jugs/Containers,Other Jugs/Containers - Flux,Bottle/Container Caps,Bottle/Container Caps - Flux,Cigar Tips,Cigar Tips - Flux,Cigarettes,Cigarettes - Flux,Disposable Cigarette Lighters,Disposable Cigarette Lighters - Flux,6-Pack Rings,6-Pack Rings - Flux,Bags,Bags - Flux,Plastic Rope/Net,Plastic Rope/Net - Flux,Buoys & Floats,Buoys & Floats - Flux,Fishing Lures & Line,Fishing Lures & Line - Flux,Cups,Cups - Flux,Plastic Utensils,Plastic Utensils - Flux,Straws,Straws - Flux,Balloons Mylar,Balloons Mylar - Flux,Personal Care Products,Personal Care Products - Flux,Plastic Other,Plastic Other - Flux,Metal,Metal - Flux,Aluminum/Tin Cans,Aluminum/Tin Cans - Flux,Aerosol Cans,Aerosol Cans - Flux,Metal Fragments,Metal Fragments - Flux,Metal Other,Metal Other - Flux,Glass,Glass - Flux,Glass Beverage Bottles,Glass Beverage Bottles - Flux,Jars,Jars - Flux,Glass Fragments,Glass Fragments - Flux,Glass Other,Glass Other - Flux,Rubber,Rubber - Flux,Flip Flops,Flip Flops - Flux,Rubber Gloves,Rubber Gloves - Flux,Tires,Tires - Flux,Balloons Latex,Balloons Latex - Flux,Rubber Fragments,Rubber Fragments - Flux,Rubber Other,Rubber Other - Flux,Processed Lumber,Processed Lumber - Flux,Cardboard Cartons,Cardboard Cartons - Flux,Paper and Cardboard,Paper and Cardboard - Flux,Paper Bags,Paper Bags - Flux,Lumber/Building Material,Lumber/Building Material - Flux,Processed Lumber Other,Processed Lumber Other - Flux,Cloth/Fabric,Cloth/Fabric - Flux,Clothing & Shoes,Clothing & Shoes - Flux,Gloves (non-rubber),Gloves (non-rubber) - Flux,Towels/Rags,Towels/Rags - Flux,Rope/Net Pieces (non-nylon),Rope/Net Pieces (non-nylon) - Flux,Fabric Pieces,Fabric Pieces - Flux,Cloth/Fabric Other,Cloth/Fabric Other - Flux,Unclassified,Unclassified - Flux,Total Debris,Total Debris - Flux,Debris Description,UniqueId,TotalArea
Accumulation,Stranding Network Beach Survey Program,12-02-2018,Year 1,United States,CA,Moss Landing,9350,1120,Zmudowski,36.84033,-121.80501699999999,36.8151527,-121.7906031,12.0,39.0,3220.0,10:00 AM,11:00 AM,11:00 AM,Winter,Fall,11-04-2018,28,Rain yesterday,Partly cloudy,8,no,yes,2.0,19.54 pounds of trash collected,No,386,0.00010977635201238,80,2.2751575546607E-5,18,5.1191044979865E-6,42,1.1944577161968E-5,111,3.1567811070917E-5,3,8.5318408299775E-7,6,1.7063681659955E-6,51,1.4504129410962E-5,5,1.4219734716629E-6,1,2.8439469433258E-7,2,5.6878938866517E-7,0,0,7,1.9907628603281E-6,14,3.9815257206562E-6,2,5.6878938866517E-7,0,0,8,2.2751575546607E-6,2,5.6878938866517E-7,6,1.7063681659955E-6,5,1.4219734716629E-6,3,8.5318408299775E-7,20,5.6878938866517E-6,11,3.1283416376584E-6,7,1.9907628603281E-6,1,2.8439469433258E-7,1,2.8439469433258E-7,2,5.6878938866517E-7,2,5.6878938866517E-7,1,2.8439469433258E-7,0,0,1,2.8439469433258E-7,0,0,9,2.5595522489932E-6,1,2.8439469433258E-7,0,0,0,0,8.0,2.2751575546607E-6,0,0,0,0,7,1.9907628603281E-6,0,0,5,1.4219734716629E-6,0,0,1,2.8439469433258E-7,1,2.8439469433258E-7,4,1.1375787773303E-6,0,0,0,0,0,0,3,8.5318408299775E-7,0,0,1,2.8439469433258E-7,1,2.8439469433258E-7,420,0.00011944577161968,"Some other unclassified items included 14 shotgun casings, pens, and black tar-like object",9350_12-02-2018,125580.0
Accumulation,Stranding Network Beach Survey Program,12-02-2018,Year 1,United States,CA,Santa Cruz,9351,1119,Waddell,37.0962,-122.2803,37.0915,-122.2761,11.0,49.0,644.0,11:20 AM,1:25 PM,12:58 PM,Winter,Fall,11-04-2018,28,"Rained the previous couple of days, and high surf","cloudy, breezy",4,yes,yes,2.0,4.51 lbs of trash collected,No,47,5.31934157869E-5,14,1.5844847255672E-5,0,0,14,1.5844847255672E-5,5,5.658874019883E-6,0,0,0,0,4,4.5270992159064E-6,1,1.1317748039766E-6,0,0,0,0,0,0,0,0,3,3.3953244119298E-6,0,0,3,3.3953244119298E-6,0,0,0,0,1,1.1317748039766E-6,2,2.2635496079532E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.2635496079532E-6,0,0,0,0,0,0,2.0,2.2635496079532E-6,0,0,0,0,6,6.7906488238596E-6,0,0,2,2.2635496079532E-6,0,0,4,4.5270992159064E-6,0,0,3,3.3953244119298E-6,0,0,0,0,0,0,2,2.2635496079532E-6,0,0,1,1.1317748039766E-6,0,0,58,6.5642938630643E-5,Other item included sunglasses,9351_12-02-2018,31556.0
Accumulation,Stranding Network Beach Survey Program,12-05-2018,Year 1,United States,CA,Santa Cruz,9352,1121,Main Beach,36.962383,-122.023199,36.964453999999996,-122.01338799999999,10.0,103.0,804.0,11:00 AM,12:00 PM,1:00 PM,Winter,Fall,10-28-2018,38,Storm last week (late Nov),sunny,4,no,yes,2.0,1.41 lbs of trash,No,182,5.7835503118033E-5,60,1.9066649379571E-5,8,2.5422199172762E-6,0,0,19,6.0377723035309E-6,2,6.3555497931904E-7,0,0,11,3.4955523862547E-6,37,1.1757767117402E-5,0,0,0,0,0,0,0,0,39,1.2393322096721E-5,0,0,0,0,1,3.1777748965952E-7,0,0,2,6.3555497931904E-7,0,0,0,0,3,9.5333246897856E-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,9.5333246897856E-7,0,0,2,6.3555497931904E-7,0,0,0,0,1,3.1777748965952E-7,3,9.5333246897856E-7,1,3.1777748965952E-7,0,0,0,0,0,0,2,6.3555497931904E-7,0,0,0,0,188,5.974216805599E-5,,9352_12-05-2018,82812.0
Accumulation,Loggerhead Marinelife Center,12-12-2018,Year 2,United States,FL,Palm Beach County,9354,1115,Juno Beach Access 20,26.892409999999998,-80.05675,26.8915,-80.05656,25.0,10.0,100.0,10:20 AM,01:40 PM,04:58 AM,Winter,fall,11-14-2018,28,None,"cloudy, windy",4,no,no,2.0,,Yes,3114,0.11121428571429,997,0.035607142857143,1800,0.064285714285714,77,0.00275,6,0.00021428571428571,0,0,2,7.1428571428571E-5,52,0.0018571428571429,9,0.00032142857142857,120,0.0042857142857143,0,0,0,0,6,0.00021428571428571,17,0.00060714285714286,0,0,4,0.00014285714285714,0,0,5,0.00017857142857143,13,0.00046428571428571,2,7.1428571428571E-5,4,0.00014285714285714,0,0,1,3.5714285714286E-5,0,0,0,0,1,3.5714285714286E-5,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5714285714286E-5,0,0,0,0,0,0,0.0,0,1,3.5714285714286E-5,0,0,9,0.00032142857142857,0,0,6,0.00021428571428571,0,0,3,0.00010714285714286,0,0,3,0.00010714285714286,1,3.5714285714286E-5,0,0,0,0,2,7.1428571428571E-5,0,0,0,0,0,0,3128,0.11171428571429,Excessive amount of foam  pens: 2; lollipop sticks: 46,9354_12-12-2018,1000.0
Accumulation,OCNMS,07-25-2018,Year 7,United States,WA,Clallam,9355,100,Norwegian Memorial,48.0219,-124.6817,48.0225,-124.6809,,111.0,100.0,09:15 AM,10:30 AM,06:10 AM,Summer,summer,05-24-2018,62,none,some fog and light onshore winds,3,no,no,1.0,"5% left by land users
95% from local ocean source",No,344,0.00049985469340308,97,0.00014094739901192,9,1.3077593722755E-5,213,0.00030950305143854,4,5.81226387678E-6,1,1.453065969195E-6,0,0,15,2.1795989537925E-5,1,1.453065969195E-6,0,0,0,0,0,0,1,1.453065969195E-6,2,2.90613193839E-6,0,0,0,0,0,0,0,0,0,0,0,0,1,1.453065969195E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0171461784365E-5,0,0,0,0,0,0,,,4,5.81226387678E-6,3,4.359197907585E-6,0,0,0,0,0,0,0,0,0,0,0,0,6,8.71839581517E-6,0,0,0,0,0,0,1,1.453065969195E-6,5,7.265329845975E-6,0,0,0,0,357,0.00051874455100262,Other rubber pieces were gaskets  Total weight = 1.41 kg,9355_07-25-2018,11100.0
Accumulation,OCNMS,08-25-2018,Year 7,United States,WA,Clallam,9356,100,Norwegian Memorial,48.0219,-124.6817,48.0225,-124.6809,,121.0,100.0,09:20 am,09:35 am,07:30 am,Summer,summer,07-25-2018,31,none,foggy with light onshore winds,2,no,no,1.0,"2% left by land users
98% from local ocean source",No,19,5.0653159157558E-5,6,1.5995734470808E-5,0,0,8,2.1327645961077E-5,1,2.6659557451346E-6,2,5.3319114902693E-6,0,0,2,5.3319114902693E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6659557451346E-6,0,0,0,0,0,0,,,0,0,1,2.6659557451346E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5.3319114902693E-5,Other rubber is a seal for a bottle  Total weight = 0.28 kg,9356_08-25-2018,12100.0
Accumulation,OCNMS,06-25-2018,Year 7,United States,WA,Clallam,9357,106,Waatch,48.3441,-124.6792,48.344,-124.6779,,400.0,100.0,09:45 am,10:45 am,06:24 am,Summer,summer,05-11-2018,45,Heavy rain previous day,80% cloud cover with light offshore winds,5,no,no,1.0,,No,56,3.1111111111111E-5,18,1.0E-5,5,2.7777777777778E-6,0,0,5,2.7777777777778E-6,3,1.6666666666667E-6,0,0,2,1.1111111111111E-6,0,0,0,0,0,0,0,0,3,1.6666666666667E-6,11,6.1111111111111E-6,0,0,8,4.4444444444444E-6,0,0,0,0,1,5.5555555555556E-7,0,0,0,0,0,0,3,1.6666666666667E-6,3,1.6666666666667E-6,0,0,0,0,0,0,1,5.5555555555556E-7,0,0,0,0,1,5.5555555555556E-7,0,0,2,1.1111111111111E-6,1,5.5555555555556E-7,1,5.5555555555556E-7,0,0,,,0,0,0,0,42,2.3333333333333E-5,0,0,6,3.3333333333333E-6,0,0,2,1.1111111111111E-6,34,1.8888888888889E-5,1,5.5555555555556E-7,0,0,0,0,0,0,0,0,1,5.5555555555556E-7,0,0,0,0,105,5.8333333333333E-5,Other processed lumber is cards  Total weight 2.36 kg,9357_06-25-2018,40000.0
Accumulation,OCNMS,08-10-2018,Year 7,United States,WA,Clallam,9358,106,Waatch,48.3441,-124.6792,48.344,-124.6779,,160.0,100.0,10:45 am,11:30 am,06:58 am,Summer,summer,06-25-2018,46,none,"100% cloud cover, light onshore winds",3,yes,no,1.0,,No,12,1.6304347826087E-5,3,4.0760869565217E-6,1,1.3586956521739E-6,0,0,0,0,1,1.3586956521739E-6,1,1.3586956521739E-6,0,0,0,0,1,1.3586956521739E-6,0,0,0,0,0,0,4,5.4347826086957E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3586956521739E-6,1,1.3586956521739E-6,0,0,0,0,0,0,1,1.3586956521739E-6,3,4.0760869565217E-6,0,0,0,0,3,4.0760869565217E-6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,2.7173913043478E-6,0,0,0,0,0,0,2,2.7173913043478E-6,0,0,3,4.0760869565217E-6,0,0,0,0,0,0,0,0,2,2.7173913043478E-6,1,1.3586956521739E-6,0,0,21,2.8532608695652E-5,"Other plastic is a hanger, Other fabric is a binocular case",9358_08-10-2018,16000.0
Accumulation,Stranding Network Beach Survey Program,12-02-2018,Year 1,United States,CA,Santa Cruz,9359,1122,Capitola Beach,36.970573,-121.95013999999999,36.970573,-121.954646,20.0,44.0,200.0,09:00 AM,10:30 AM,01:06 PM,Winter,Fall/Winter,10-28-2018,35,Storm last week (late Nov),Sunny,8,no,yes,2.0,2.6 lbs of trash collected,No,49,0.00015909090909091,2,6.4935064935065E-6,1,3.2467532467532E-6,1,3.2467532467532E-6,5,1.6233766233766E-5,1,3.2467532467532E-6,0,0,3,9.7402597402597E-6,3,9.7402597402597E-6,0,0,1,3.2467532467532E-6,0,0,0,0,20,6.4935064935065E-5,0,0,0,0,4,1.2987012987013E-5,1,3.2467532467532E-6,3,9.7402597402597E-6,0,0,0,0,4,1.2987012987013E-5,1,3.2467532467532E-6,1,3.2467532467532E-6,0,0,0,0,0,0,1,3.2467532467532E-6,0,0,0,0,1,3.2467532467532E-6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,9.7402597402597E-6,0,0,2,6.4935064935065E-6,0,0,0,0,1,3.2467532467532E-6,3,9.7402597402597E-6,1,3.2467532467532E-6,0,0,0,0,0,0,0,0,2,6.4935064935065E-6,0,0,57,0.00018506493506494,,9359_12-02-2018,8800.0
Accumulation,Stranding Network Beach Survey Program,12-02-2018,Year 1,United States,CA,Monterey,9360,1118,Del Monte,36.61176939999999,-121.85779240000001,36.614384,-121.85345900000002,15.0,17.0,640.0,10:30 AM,12:30 PM,12:00 PM,Winter,Winter,11-04-2018,28,None,Sunny,8,yes,yes,2.0,"A lot of debris at tide line
Not a lot of people
People leaving trash/food for birds
Picked up trash in back barrier

Trash total: 19.09lbs",No,456,0.0014968487394958,89,0.0002921481092437,48,0.00015756302521008,85,0.00027901785714286,54,0.00017725840336134,11,3.6108193277311E-5,5,1.641281512605E-5,96,0.00031512605042017,0,0,20,6.5651260504202E-5,0,0,0,0,4,1.313025210084E-5,0,0,0,0,7,2.2977941176471E-5,3,9.8476890756303E-6,3,9.8476890756303E-6,26,8.5346638655462E-5,1,3.2825630252101E-6,3,9.8476890756303E-6,1,3.2825630252101E-6,12,3.9390756302521E-5,2,6.5651260504202E-6,0,0,9,2.9543067226891E-5,1,3.2825630252101E-6,8,2.6260504201681E-5,1,3.2825630252101E-6,0,0,7,2.2977941176471E-5,0,0,9,2.9543067226891E-5,1,3.2825630252101E-6,0,0,0,0,3.0,9.8476890756303E-6,3,9.8476890756303E-6,2,6.5651260504202E-6,21,6.8933823529412E-5,0,0,15,4.9238445378151E-5,0,0,5,1.641281512605E-5,1,3.2825630252101E-6,15,4.9238445378151E-5,3,9.8476890756303E-6,0,0,0,0,4,1.313025210084E-5,5,1.641281512605E-5,3,9.8476890756303E-6,211,0.00069262079831933,732,0.0024028361344538,"Unclassified items included lots of tar, dog toy.",9360_12-02-2018,10880.0
Accumulation,Hawai'i Wildlife Fund,01-30-2018,Year 2,United States,HI,Hawai'i,9361,264,Kamilo Point (Kamilo Pae Kanaka),18.97475,-155.5991,18.975022,-155.599105,,10.0,100.0,10:30 AM,12:30 PM,9:55 am,Winter,Winter,11-18-2017,73,none,"Hot, blue skies, foggy",2,no,yes,2.0,,Yes,1245,0.017054794520548,441,0.006041095890411,1,1.3698630136986E-5,0,0,0,0,0,0,0,0,218,0.002986301369863,0,0,2,2.7397260273973E-5,1,1.3698630136986E-5,0,0,0,0,397,0.0054383561643836,3,4.1095890410959E-5,0,0,1,1.3698630136986E-5,0,0,0,0,0,0,5,6.8493150684932E-5,176,0.0024109589041096,0,0,0,0,0,0,0,0,0,0,68,0.00093150684931507,1,1.3698630136986E-5,0,0,67,0.00091780821917808,0,0,1,1.3698630136986E-5,0,0,0,0,1,1.3698630136986E-5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3698630136986E-5,1315,0.018013698630137,Other plastic: (37) Hagfish traps (139) Oyster spaces,9361_01-30-2018,1000.0
Accumulation,OCNMS,06-13-2018,Year 7,United States,WA,Grays Harbor,9362,107,Roosevelt Beach,47.177,-124.1972,47.1779,-124.1976,,200.0,100.0,10:00 am,11:15 am,07:03 am,Summer,summer,03-02-2018,103,rain showers,"20% cloud cover, moderate onshore winds",1,yes,no,1.0,"87% left by land users
13% from local ocean sources",No,35,1.6990291262136E-5,16,7.7669902912621E-6,6,2.9126213592233E-6,0,0,2,9.7087378640777E-7,2,9.7087378640777E-7,0,0,2,9.7087378640777E-7,0,0,0,0,0,0,0,0,0,0,4,1.9417475728155E-6,0,0,1,4.8543689320388E-7,0,0,0,0,0,0,0,0,0,0,2,9.7087378640777E-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.4271844660194E-6,1,4.8543689320388E-7,0,0,0,0,4,1.9417475728155E-6,0,0,0,0,0,0,40,1.9417475728155E-5,Other plastic item is 1 melted plastic piece  total weight = 0.29 kg,9362_06-13-2018,20000.0
Accumulation,OCNMS,07-20-2018,Year 7,United States,WA,Grays Harbor,9363,107,Roosevelt Beach,47.177,-124.1972,47.1779,-124.1976,,175.0,100.0,04:20 pm,05:35 pm,01:18 pm,Summer,summer,06-13-2018,37,rain and wind on prior day,0% cloud cover with moderate onshore winds,1,no,no,1.0,"88% left by land users
12% from local ocean source",No,7,1.0810810810811E-5,1,1.5444015444015E-6,1,1.5444015444015E-6,2,3.0888030888031E-6,0,0,1,1.5444015444015E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5444015444015E-6,0,0,0,0,0,0,0,0,1,1.5444015444015E-6,0,0,1,1.5444015444015E-6,1,1.5444015444015E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.2355212355212E-5,total weight = 0.10 kg,9363_07-20-2018,17500.0
Accumulation,OCNMS,09-29-2018,Year 7,United States,WA,Grays Harbor,9364,107,Roosevelt Beach,47.177,-124.1972,47.1779,-124.1976,,400.0,100.0,01:00 pm,02:25 pm,08:31 am,Fall,summer,07-20-2018,71,none,0% cloud cover with light onshore winds,2,no,no,1.0,"91% left by land users
9% from local ocean source",No,21,7.3943661971831E-6,4,1.4084507042254E-6,0,0,3,1.056338028169E-6,6,2.112676056338E-6,0,0,2,7.0422535211268E-7,0,0,0,0,0,0,0,0,0,0,2,7.0422535211268E-7,0,0,0,0,3,1.056338028169E-6,0,0,0,0,0,0,0,0,0,0,1,3.5211267605634E-7,4,1.4084507042254E-6,2,7.0422535211268E-7,0,0,2,7.0422535211268E-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,1.4084507042254E-6,0,0,4,1.4084507042254E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.0211267605634E-5,Other plastic is 1 melted piece  total weight = 0.265 kg,9364_09-29-2018,40000.0
Accumulation,OCNMS,11-29-2017,Year 6,United States,WA,Clallam,9365,145,Tsoo-yess South,48.309259999999995,-124.66304,48.308409999999995,-124.66336000000001,,175.0,100.0,03:10 pm,04:00 pm,03:20 pm,Fall,fall,10-29-2017,31,rain,70% cloud cover with light offshore winds,1,no,no,1.0,100% left by land users,No,9,1.6589861751152E-5,3,5.5299539170507E-6,0,0,0,0,0,0,2,3.6866359447005E-6,0,0,2,3.6866359447005E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8433179723502E-6,0,0,0,0,0,0,1,1.8433179723502E-6,0,0,2,3.6866359447005E-6,2,3.6866359447005E-6,0,0,0,0,0,0,2,3.6866359447005E-6,2,3.6866359447005E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.3963133640553E-5,total weight = 0.31 kg,9365_11-29-2017,17500.0
Accumulation,OCNMS,04-28-2018,Year 6,United States,WA,Grays Harbor,9366,107,Roosevelt Beach,47.177,-124.1972,47.1779,-124.1976,,300.0,100.0,08:05 am,09:00 am,06:20 am,Spring,spring,03-02-2018,57,none,50% cloud cover with light offshore winds,1,yes,no,1.0,"71% left by land users
29% from local ocean sources",No,6,3.5087719298246E-6,0,0,1,5.8479532163743E-7,2,1.1695906432749E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7543859649123E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.8479532163743E-7,1,5.8479532163743E-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.1695906432749E-6,2,1.1695906432749E-6,0,0,0,0,0,0,0,0,0,0,0,0,9,5.2631578947368E-6,total weight = 0.41 kg,9366_04-28-2018,30000.0
Accumulation,University of North Carolina at Wilmington,12-19-2018,Year 1,United States,NC,New Hanover,9367,1142,Johnnie Mercer's Pier,34.213599,-77.789188,34.21244,-77.789548,,51.816,50.0,03:30 PM,04:15 PM,10:31 AM,Winter,Winter,11-20-2018,29,,"58F, wind 9mph, mostly cloudy, cloud coverage 70%",1,no,no,2.0,"The UNCW ""Plastic Ocean Project"" campus organization did a ""Beach Sweep"" event at Johnnie Mercer's Pier on December 1st that may have impacted the volume of debris found in today's survey.",Yes,37,0.00049245872663483,11,0.000146406648459,2,2.661939062891E-5,0,0,1,1.3309695314455E-5,0,0,0,0,3,3.9929085943365E-5,0,0,10,0.00013309695314455,0,0,0,0,0,0,0,0,0,0,2,2.661939062891E-5,0,0,0,0,7,9.3167867201184E-5,0,0,0,0,1,1.3309695314455E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,6,7.9858171886729E-5,0,0,2,2.661939062891E-5,0,0,4,5.3238781257819E-5,0,0,1,1.3309695314455E-5,1,1.3309695314455E-5,0,0,0,0,0,0,0,0,0,0,0,0,44,0.00058562659383601,,9367_12-19-2018,2590.8
Accumulation,OCNMS,03-17-2018,Year 6,United States,WA,Clallam,9368,145,Tsoo-yess South,48.309259999999995,-124.66304,48.308409999999995,-124.66336000000001,,150.0,100.0,09:00 am,11:00 am,07:45 am,Spring,spring,12-31-2017,76,none,75% cloud cover with light offshore winds,2,yes,no,1.0,"10% left by land users
75% from local ocean source
15% unknown origin",No,97,8.5087719298246E-5,14,1.2280701754386E-5,9,7.8947368421053E-6,1,8.7719298245614E-7,1,8.7719298245614E-7,42,3.6842105263158E-5,5,4.3859649122807E-6,0,0,0,0,0,0,1,8.7719298245614E-7,0,0,0,0,18,1.5789473684211E-5,1,8.7719298245614E-7,3,2.6315789473684E-6,0,0,0,0,0,0,1,8.7719298245614E-7,1,8.7719298245614E-7,0,0,2,1.7543859649123E-6,2,1.7543859649123E-6,0,0,0,0,0,0,1,8.7719298245614E-7,1,8.7719298245614E-7,0,0,0,0,0,0,2,1.7543859649123E-6,0,0,0,0,0,0,,,2,1.7543859649123E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.2631578947368E-6,0,0,0,0,0,0,6,5.2631578947368E-6,0,0,0,0,0,0,108,9.4736842105263E-5,total weight = 4.76 kg,9368_03-17-2018,15000.0
Accumulation,OCNMS,06-25-2018,Year 7,United States,WA,Clallam,9369,145,Tsoo-yess South,48.309259999999995,-124.66304,48.308409999999995,-124.66336000000001,,240.0,100.0,11:00 am,11:30 am,06:24 am,Summer,summer,03-17-2018,100,heavy rains previous day,100% cloud cover with moderate offshore winds and rain,5,yes,no,1.0,"74% left by land users
25% from local ocean source
1% from distant ocean source",No,97,4.0416666666667E-5,21,8.75E-6,2,8.3333333333333E-7,0,0,14,5.8333333333333E-6,4,1.6666666666667E-6,5,2.0833333333333E-6,11,4.5833333333333E-6,0,0,0,0,1,4.1666666666667E-7,0,0,7,2.9166666666667E-6,25,1.0416666666667E-5,1,4.1666666666667E-7,0,0,1,4.1666666666667E-7,1,4.1666666666667E-7,1,4.1666666666667E-7,1,4.1666666666667E-7,1,4.1666666666667E-7,1,4.1666666666667E-7,1,4.1666666666667E-7,1,4.1666666666667E-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.1666666666667E-7,1,4.1666666666667E-7,0,0,0,0,,,0,0,0,0,7,2.9166666666667E-6,0,0,3,1.25E-6,0,0,4,1.6666666666667E-6,0,0,2,8.3333333333333E-7,0,0,0,0,0,0,1,4.1666666666667E-7,1,4.1666666666667E-7,0,0,0,0,108,4.5E-5,other plastic is disposable glove  total weight = 2.45 kg,9369_06-25-2018,24000.0
Accumulation,OCNMS,08-10-2018,Year 7,United States,WA,Clallam,9370,145,Tsoo-yess South,48.309259999999995,-124.66304,48.308409999999995,-124.66336000000001,,80.0,100.0,12:00 pm,12:45 pm,06:58 am,Summer,summer,06-25-2018,46,windy,50% cloud cover with light onshore winds,3,no,no,1.0,"83% left by land user
16% from local ocean source
1% from distant ocean source",No,59,0.00016032608695652,12,3.2608695652174E-5,4,1.0869565217391E-5,6,1.6304347826087E-5,5,1.3586956521739E-5,0,0,0,0,13,3.5326086956522E-5,0,0,0,0,0,0,0,0,1,2.7173913043478E-6,11,2.9891304347826E-5,1,2.7173913043478E-6,2,5.4347826086957E-6,0,0,1,2.7173913043478E-6,1,2.7173913043478E-6,1,2.7173913043478E-6,0,0,1,2.7173913043478E-6,2,5.4347826086957E-6,2,5.4347826086957E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7173913043478E-6,0,0,0,0,0,0,,,0,0,1,2.7173913043478E-6,125,0.00033967391304348,0,0,121,0.00032880434782609,0,0,4,1.0869565217391E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0.00050815217391304,other plastic is ribbon other rubber is red tape Items with non-English = 1  total weight = 0.4 kg,9370_08-10-2018,8000.0
Accumulation,OCNMS,10-12-2018,Year 7,United States,WA,Clallam,9371,145,Tsoo-yess South,48.309259999999995,-124.66304,48.308409999999995,-124.66336000000001,,122.0,100.0,01:45 pm,02:30 pm,09:49 am,Fall,fall,08-10-2018,63,none,"100% cloud cover, no wind",2,yes,no,1.0,"40% left by land users
60% from local ocean source",No,5,6.5053343741868E-6,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3010668748374E-6,0,0,0,0,0,0,0,0,0,0,4,5.2042674993495E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3010668748374E-6,1,1.3010668748374E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.8064012490242E-6,removed total weight = 0.11 kg,9371_10-12-2018,12200.0
